"Cluster","CusAgeYr","CusGen","LevEdn","LevIncome","CusAcct"
1,38.3106796116505,0.521844660194175,1.48300970873786,2.83495145631068,0.432038834951456
2,38.7619047619048,0.488095238095238,1.60714285714286,3.75595238095238,0.511904761904762
3,31.4738095238095,0.64047619047619,1.49047619047619,3.5547619047619,0.714285714285714
